url,article
https://thehimalayantimes.com/nepal/four-dead-18-injured-in-dolakha-road-accident,"Four persons died and 18 others were injured in a road accident that occurred last night at Bigu Rural Municipality-4 of Dolakha district, police confirmed. A jeep (Ba 30123 Cha 7580), en route to Bulung from Singati in the district, got into the accident at 10:00 on Monday night, Chief of District Police Office Bheshraj Rijal said. The deceased have been identified as Binod KC, 35, Radha Khadka, 52, Chandika Thapa, 24, and Ajita Khatri, 45, of Bigu Rural Municipality-3. The injured persons are receiving treatment at different health facilities in Kathmandu and Dhulikhel."
https://thehimalayantimes.com/nepal/spike-in-cases-of-eye-infection-allergy-in-makawanpur-due-to-persistent-air-pollution,"Eye hospitals in Makawanpur district have been receiving more patients than usual lately with complaints of infection and allergies due to persistent air pollution. Wildfires spread across the forests around Hetauda for the past two weeks have led to air pollution resulting in rise in cases of eye infection among the locals here. The Community Eye Hospital in Hetauda has seen a sudden increase in number of patients seeking medical intervention for eye related ailments, shared the hospital administrator Sudhir Shrestha. Shrestha shared that over 350 eye patients have been turning up at the hospital on a daily basis for treatment. A majority of people visiting the hospital complain of itching and burning sensations in their eyes, informed Shrestha."
https://thehimalayantimes.com/nepal/no-trust-motion-against-poudel-withdrawn,"A no-trust motion registered against Bagmati Province Chief Minister Dormani Poudel has been withdrawn. Lawmakers close to CPN-UML leader Madhav Kumar Nepal who had signed the no-trust motion withdrew their signatures yesterday. Province Assembly Secretary Krishna Hari Khadka said that 22 lawmakers had written a letter to Bagmati Province Secretariat stating that they had withdrawn their no-confidence motion. Twenty-two lawmakers from the Nepal side and 23 CPN-Maoist Centre lawmakers had registered the no-trust motion against CM Poudel on 25 December 2020. CPN-Maoist Centre lawmakers are yet to withdraw their support to the no-trust motion. With the withdrawal of signatures by lawmakers loyal to Madhav Kumar Nepal, the government led by Poudel is now safe. With 57 lawmakers, CPN- UML now has majority in the Provincial Assembly. Fifty-six votes are required to form the province government. CPN-Maoist Cente withdrew its support to the province government. A parliamentary party meting of the party held at party office Babarmahal, at Kathmandu, decided to withdraw support to the government, said Maoist leader Shalikram Jammakattel. Meanwhile, CPN-UML Bagmati Province PP meeting was held today. The meeting formed a statute drafting committee. The committee consists of the party's chief whip Keshav Pandey, Narayan Silwal and Urmila Karmacharya. Urmila is close to Madhav Kumar Nepal. The meeting chaired by CM Poudel was held at Tulashilal Memorial Foundation, Lalitpur. A version of this article appears in the print on April 1, 2021, of The Himalayan Times."
https://thehimalayantimes.com/business/pm-must-seek-trust-vote-by-april-5-cpn-mc,"Chief Whip of CPN-Maoist Centre Dev Prasad Gurung today said in the House of Representatives that Prime Minister KP Sharma Oli must seek a vote of confidence by April 5. He said the PM was required to seek a vote of confidence within one month of the Supreme Court's verdict that annulled unification between the CPN-UML and CPN-Maoist Centre. A division bench of justices Bam Kumar Shrestha and Kumar Regmi had on March 7 annulled the unification of the two left parties. Speaking in the HoR today, Gurung said that as per Article 100 (2) of the constitution, the PM was required to seek a vote of confidence within a month of the SC verdict nullifying the unification of the CPN-UML and the CPN-MC. He said if the government sought a vote of confidence within 30 days of the SC verdict, it would be considered legal, otherwise questions about the legality of the government would be raised. Article 100 (2) states that in case the prime minister's party splits or a coalition partner withdraws support, the PM should seek a vote of confidence within 30 days. He said the Oli-led government was a caretaker government, whether the PM agreed or not. Gurung said on February 23, the Supreme Court reinstated only the HoR, not the government. He said whenever the House was dissolved, the government of the day became a caretaker government. Gurung said the government was not giving business to the Parliament to prove that the PM was right in dissolving the HoR. ""The PM still seems to be trying to dissolve the House of Representatives. The government has not accepted the Supreme Court's verdict that reinstated the HoR,"" Gurung said. He said the government wanted snap polls, but the constitution had stipulated that the government should complete five years. The SC in its February 23 ruling had said the government must run for five years and the HoR could be dissolved only when the HoR failed to give a new government. A version of this article appears in the print on April 1, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/oli-firm-on-decision-to-amend-uml-statute,"Prime Minister KP Sharma Oli, who chairs CPN-UML, today told the UML's parliamentary party that he would not rescind the March 12 decision to amend the party's statute and induct 23 former Maoist leaders in the party's central committee. The rival faction of the party led by Madhav Kumar Nepal and Jhalanath Khanal had claimed that those decisions violated the party's statute, but Oli said they were taken by valid party bodies. UML lawmakers from the rival faction had boycotted the parliamentary party meeting held on March 18 and 20, but most of them attended today's meeting and challenged Oli's March 12 decision. Lawmaker Jeevan Ram Shrestha told mediapersons that Khanal raised the concerns of lawmakers close to Nepal and Khanal. Khanal told Oli that to keep the party intact he should revive all the party committees that existed before the UML's merger with the CPN-Maoist Centre. UML Chief Whip Bishal Bhattarai told mediapersons that Oli denounced the clarification letter submitted by Madhav Kumar Nepal and Bhim Bahadur Rawal and threatened punitive action against them. Both stayed away from the parliamentary meeting today as well. ""The next central committee meeting will decide the punitive action Nepal and Rawal might face,"" Bhattarai said. Oli said Ghanashyam Bhusal and Surendra Prasad Pandey would furnish a better explanation than Nepal and Rawal. Bhusal and Pandey were also told to furnish an explanation for anti-party activities. According to UML Chief Whip Bishal Bhattarai, the PM said he was ready to listen to personal grievances of party lawmakers, but would not tolerate factionalism within the party. Oli said the House of Representatives would be prorogued soon as the government was preparing to call the budget session in April. Minister of Finance Bishnu Prasad Paudel asked party lawmakers to submit their development project plans for the new fiscal budget. Meanwhile, the Nepal-Khanal faction, which had sided with Pushpa Kamal Dahal in the Nepal Communist Party (NCP), held its central committee meeting here today and decided to fight against Oli from within the party. Raghuji Panta said 60 central committee members, mainly from around Kathmandu valley, took part in the central committee meeting and decided to continue to fight for their cause from within the party. ""We have decided to fight for our cause from within the party to make UML a strong and dynamic party that follows party rules and norms,"" Panta added.A version of this article appears in the print on March 27, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/doctors-advice-stay-indoors,"Doctors have advised people to stay indoors to prevent themselves from hazardous haze blanketing Kathmandu valley. ""An exposure to smog can cause a variety of adverse health effects. People with respiratory illnesses should exercise extra caution,"" said Anup Bastola, consultant tropical medicine, Sukraraj Tropical and Infectious Disease Hospital. ""People with asthma, those who had suffered from pneumonia in the past. those suffering from pneumonia, and those with chronic obstructive pulmonary disease should stay indoors as much as possible,"" advised Bastola. Many people today complained of irritation and burning sensation in their eyes. ""Smog causes that. It can also cause skin allergies and cough,"" added Bastola. The health ministry has asked those venturing out of home to compulsorily wear mask. Issuing a five-point appeal to the public today, the Ministry of Health and Population has asked people to avoid open spaces. It has urged people not to go on morning walks and avoid physical exercise in the open. It has asked people to take extra care of children, people with chronic illnesses, and elderly people. The health ministry has appealed people not to burn waste materials. ""If you see anyone doing so, ask them to desist from it,"" the health ministry said. It has requested people to put off construction and activities that add to air pollution for a few days, till smog clears. ""Do not drive vehicles unless necessary. Let's minimise air pollution,"" the health ministry said.A version of this article appears in the print on March 27, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/hazardous-haze-blankets-valley,"Toxic haze blanketed Kathmandu valley this afternoon, leaving those out in the open with burning eye sensation and breathing difficulty. Rishiram Sharma, former government secretary and chief of the Department of Hydrology and Meteorology, told THT that sudden change in atmospheric carbon dioxide concentration in the afternoon was an unusual phenomenon. ""Kathmandu valley has developed a winter inversion layer which traps pollution inside the city. Low wind speeds prevented the dispersion of pollutants and inversion layer led to trapping of pollutants,"" he said. 
  Sharma attributed the yellowish smog to the poor local wind speed within the city and wildfires raging in forests near the valley, mainly in Makawanpur. He said smoke emitted by brick kilns, vehicular emission, open burning of refuse, and dust from construction sites had contributed to the increased level of hazardous haze in the valley. According to the Ministry of Home Affairs, more than 110 places in the country have reported forest fires in the past one week. Langtang National Park, which is 32 kilometres north of the capital, also witnessed a massive wildfire today. The valley is bowl-shaped basin, which usually does not permit air to flow out, trapping pollutants during the winter. Khem Raj Bhusal, a physician, warned that high concentration of pollutants in the air could cause skin and eye allergies. ""Burning and irritation in the eyes are quite common during dry season. We should avoid toxic outdoor air and wear protective mask even indoors. This smog can cause respiratory tract infection,"" he said. Bhusal said COVID patients in recovery stage and those with pre-existing heart and lung diseases are more vulnerable to smog, which comprises harmful chemicals such as nitrogen oxides, sulphur dioxide, and carbon monoxide. The Air Quality Index reached 294 in Kathmandu today at 5:00pm. Statistics by the Department of Environment indicated an AQI of 443 in Bhaisepati, 221 in Kirtipur, and 220 in Bhaktapur this afternoon. DoE Spokesperson Indu Bikram Joshi said wildfire and internal pollution load had resulted in smog. According to international standards, an AQI value below 50 means good air quality, while AQI above 300 is hazardous. The air quality and pollution city ranking updated by IQAir, a Switzerland-based air quality technology, ranked Kathmandu the most polluted city with 275 AQI, followed by Beijing (186 AQI) and Mumbai (169 AQI). On January 4, the Air Quality Monitor placed at the US Embassy, Phora Durbar in Kathmandu, had recorded 500 AQI, an unprecedented level of air pollution. Smog affects flights Poor visibility due to smog affected international and domestic flights at Tribhuvan International Airport for over two hours today. According to the TIA Office, Cathay Pacific aircraft arriving in Kathmandu via Hong Kong was diverted to India, while Nepal Airlines flight from Delhi, Air India flight from Delhi, and Himalaya Airlines flight from Dammam, Saudi Arabia, could land at TIA after being held in the air for almost an hour. In the domestic sector, Yeti Airlines' flight from Pokhara to Kathmandu was diverted to Janakpur; Buddha Air's aircraft from Pokhara, Janakpur, and Rajbiraj were also diverted to Janakpur; Buddha's aircraft from Nepalgunj was diverted to Bhairahawa; A Saurya Airlines' flight from Chandragadi had to return to Chandragadi; and Shree Airlines' flight from Dhangadi was diverted to Bhairahawa. However, all the diverted flights landed at TIA after 5:00pm. Six flights, three each of Buddha Air and Yeti Airlines, from Pokhara to Kathmandu were cancelled today. Visibility of 800 metres is considered fair for international flights taking off from TIA, but those landing at TIA require a visibility of more than 1,600 metres. The lowest visibility at TIA today was below 800 metres. It gradually improved after 5:00pm.A version of this article appears in the print on March 27, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/dhading-administration-urges-public-to-avoid-gatherings,"Public events such as assemblies, gatherings, and festivals have been prohibited in Dhading district keeping in mind the risk of a second wave of coronavirus infection. Separate meetings of the Covid-19 Crisis Management Centre and District Security Committee took the decision to urge all to adopt precautionary measures. With the increase in Covid-19 cases in neighbouring India, Nepal is also at a risk of facing increased cases. A festival organised by the district chapter of the Federation of Small and Medium Enterprises in Gajuri Bazaar of Gajuri Rural Municipality of the district from March 25 to April 07 has been postponed indefinitely. Similarly, festivals organised on the occasion of Phagu Purnima or Holi by various organisations have also been cancelled.  Furthermore, the meeting also urged all local levels, health offices, and district hospitals to remain prepared, like before, to track, test, isolate cases and quarantine contacts, as and when required.  The Ministry of Health and Population (MoHP) has urged everyone to adopt safety measures and to refrain from organising seminars, workshops, and gatherings to contain the potential resurgence of Covid-19. "
https://thehimalayantimes.com/nepal/dormani-poudels-government-safe,"The ruling Communist Party of Nepal-UML (Madhav Kumar Nepal faction) has decided to withdraw the no-trust motion registered against Bagmati Province Chief Minister Dormani Poudel. The no-trust motion was registered with the Parliament Secretariat against CM Poudel on 25 December 2020 and was tabled in the Provincial Assembly on 22 January 2021. Of the 110 lawmakers in the PA, 57 are from CPN-UML. Fifty-six votes are required for any party or coalition of parties to form a new government. Prime Minister Oli has 34 lawmakers loyal to him, while Nepal has 23 in his fold. CPN-Maoist Centre has 23 while Nepali Congress and Bibekshil Sajha have 22 and three PA members respectively. The decision to withdraw the no-confidence vote against the CM Poudel has made it easy for Poudel to retain his government. Forty-five members of the then Nepal Communist Party of Nepal, formed after the merger of CPN-UML and Maoist Centre had signed the no-trust motion against CM Poudel. A version of this article appears in the print on March 25, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/roads-registered-in-individuals-names,"Many roads have been constructed in Ramechhap district, but the district map does not feature these roads as they are registered in the names of individuals. More than 4,000-kilometres of roads have constructed by the local, provincial and federal governments so far in the district. But the district map does not show them. Technicians make roads on paper, but they are kept in the files once the road construction is over. According to engineer Dilli Adhikari of Manthali Municipality, all roads constructed within the municipality are registered in the names of individuals. The roads, where vehicles ply most of the time, are registered in the names of individuals. Meghraj Subedi of Manthali said that his two ropani arable land was bulldozed for the road. ""I have to pay land tax every year without the compensation from the government,"" Subedi complained. Out of the 4,000 kilometres of roads, 70-kilometre has been blacktopped in the district. A version of this article appears in the print on March 21, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/nac-pilots-wife-accuses-docs-of-negligence,"The wife of senior captain of Nepal Airlines Corporation Rakesh JB Rana, who recently died of a massive heart attack, has filed complaints against the doctors at Nepal Medical Council and the Civil Aviation Authority of Nepal, accusing them of negligence. The complaints were filed at NMC on March 17 by his wife Pushpa Rana seeking action against heart disease specialist of NMC, Rishi Khatri, and Rajeeb Kumar Deo, former civil aviation medical assessor of CAAN. According to Pushpa, the sheer negligence of Khatri and Deo was to be blamed for the untimely death of her husband. ""During his regular health checkup based on the guidance of the International Civil Aviation Organisation, Khatri issued negative treadmill test report that led us to believe that my husband was not suffering from any kind of heart-related ailment,"" she said. ""However, when we consulted other doctors, we were told that the report showed he needed further medical investigation,"" she added. She has requested the NMC to take action against Khatri for not fulfilling his responsibility. Pushpa has also stated that CAAN renewed late captain Rana's licence and allowed him to fly based on the 'fit to fly' report issued by Deo. Citing professional negligence of Deo, Pushpa has demanded that NMC revoke his licence. Deo had tendered his resignation on February 16 after he was accused of overlooking medical reports of the senior captain at the national flag carrier. Deo, who worked as CAMA for the CAAN's Flight Safety Department, had submitted his resignation to the CAAN director general. The Himalayan Times, on February 9, had reported that Deo had overlooked the TMT and echocardiography reports of NAC senior captain Rana. He passed away after suffering a massive heart attack on November 25. He was 62. The late captain's daughter, Reewa RL Rana, said the NMC had assured the family that an independent committee would be formed to investigate the case. The NMC has also promised an impartial investigation and has told the diseased pilot's kin that action will be taken against the wrongdoers.A version of this article appears in the print on March 20, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/prime-ministers-resignation-sought-on-moral-grounds,"The CPN-Maoist Centre, the Nepali Congress, and the Samajbadi Janata Party-Nepal today sought Prime Minister KP Sharma Oli's resignation on moral grounds. Lawmakers representing these parties in the House of Representatives said the PM should resign on moral grounds, as his move dissolving the Lower House was nullified by the Supreme Court terming it an unconstitutional act. CPN-MC lawmaker Pampha Bhusal gave examples of two ministers, who had served as Oli's Cabinet colleagues and had resigned on moral grounds. She was referring to Sher Bahadur Tamang and Gokul Prasad Baskota. While Tamang resigned after making inappropriate remarks against Nepali female students pursuing medicine in Bangladesh, Baskota resigned as minister of communications and information technology after he was accused of seeking a bribe of Rs 700 million from a Swiss company for awarding a security printing press procurement contract. Bhusal said that despite the party's objection, the PM issued an ordinance to amend the Constitutional Council Act and made appointments to constitutional bodies. She said parliamentary hearing should be conducted for those nominees as the HoR had been reinstated. She said under the current electoral system, getting a simple majority was tough, but the PM was misleading the public by saying that he could win a two-thirds majority. She said the economy was badly affected by the COVID pandemic, but the PM was trying to hold elections. Nepali Congress Chief Whip Balkrishna Khand also sought the PM's resignation. ""Shouldn't the PM take moral responsibility after the court ruled the dissolution of the HoR unconstitutional?"" he asked. Khand said that the capital expenditure had decreased, but the government was claiming progress on the development front. JSP-N lawmaker Rajkishor Yadav said Nepal's former prime minister Kirti Nidhi Bista had resigned on moral grounds after a massive fire destroyed buildings in Singha Durbar. He said the release of party lawmaker Resham Chaudhary should not be made a bargaining chip for JSP-N's participation in the government. He said Madhesi and Tharu forces had joined other political forces to bring political changes in the country, but after the political movement, Madhesis and Tharus did not get their rightful share. He said the country should be run on the basis of national consensus and all parties should join hands.A version of this article appears in the print on March 20, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/nepal-questions-olis-communist-credentials,"Undeterred by the threat of disciplinary action by CPN- UML Chair and Prime Minister KP Sharma Oli, the faction of the party led by Madhav Kumar Nepal and Jhalanth Khanal held its planned national cadres' meet here today and questioned Oli's communist credentials in front of some dyed-in-the-wool communists. Addressing the gathering of some 2,000 communists, including Radha Krishna Mainali and Mohan Chandra Adhikari, who spent more than 10 years in jail for their role in Jhapa rebellion, Nepal said Oli had strayed from the path of communism as he acted against the power sharing deal reached with CPN-Maoist Centre Chair Pushpa Kamal Dahal. Other diehard communists who graced the occasion included Modnath Prashrit, Siddhi Lal Singh, and Kamal Koirala. Nepal said Oli's arrogance, dictatorial behaviour, and tendency to promote factionalism in the party was the main reason behind the crisis in the party. He said he had urged Oli to revert the party organisation to its status before it merged with the CPN-Maoist Centre and revive all the party committees that existed before the merger, but Oli didn't listen. Nepal said Oli even refused to discuss the COVID crisis and the party's strategies for socialist programmes. ""This gathering is aimed at uniting our party and taking our movement to a new height,"" Nepal said. Claiming that a party could not remain a party if it had no ideology, he said Oli didn't abide by party rules. Nepal presented a ninepage concept paper that will be adopted by the gathering tomorrow after incorporating participants' inputs. According to a press release issued by the faction, Nepal said in his concept paper that the gathering would make an important contribution to take the party towards a collective system, away from a private company that Oli had attempted to make it . Yogesh Bhattarai, another leader of the Nepal-Khanal faction, told mediapersons at a press conference today that the gathering was not a precursor to a split in the party, but a resolve to strengthen party unity. He said the basis for party unity would be to return to the 16 May 2018 status before the party merged with the CPN-MC. Bhattarai said the gathering would revive the party committees that existed before 16 May 2018. Asked if leaders of the Nepal-Khanal faction would attend the parliamentary party meeting called by Oli at 11:00am tomorrow, Bhattarai ruled out the possibility and questioned the timing of the parliamentary party meeting. ""We will attend the parliamentary party meeting after the national cadres' meet if the PM convenes it at an appropriate time,"" he added. Asked if his faction would attend the party's central committee meeting slated for March 20, Bhattarai downplayed it, saying it was not the party's central committee. The Nepal-Khanal faction issued a press release saying Senior leaders of CPN-UML close to Madhav Kumar Nepal and Jhalanath Khanal participating in the national cadres' meet of the Nepal-Khanal faction of the party in Lalitpur. that overwhelming participation of cadres from across the country despite the establishment faction's attempt to foil the gathering had sent a clear message that the party would remain intact.A version of this article appears in the print on March 18, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/uml-rival-factions-in-war-of-words,"Leaders of the CPN-UML faction led by Madhav Kumar Nepal and Jhalanath Khanal and those in party Chair and Prime Minister KP Sharma Oli's camp today continued their diatribe against each other. While the PM said he would take action against leaders of the Nepal-Khanal faction if they went ahead with their planned national cadres meet scheduled to begin tomorrow, the rival faction said it would not be cowed down by the PM's threat and would hold the meeting as planned. The Nepal-Khanal faction, which boycotted a tea reception hosted by Oli today, orgainsed a press conference here and said that the Oli faction needed to rescind its March 12 decisions if it wanted to keep party unity intact. On March 12, Oli called a special meeting of the party's Central Committee and unilaterally amended the party statute and divested leaders of the Nepal-Khanal faction of key responsibilities. Surendra Prasad Pandey of the Nepal-Khanal faction said at the press conference that Oli was trying to split the party by not keeping party committees intact as they were before the merger between the UML and CPN-MC. ""If Oli rescinds his March 12 decisions, then that can be the basis of party unity,"" Pandey said. He criticised the PM for acting against the party's rules and statute. ""First, Oli disintegrated the Nepal Communist Party (NCP) and now he is trying to break the UML,"" he added. Lawmaker Yogesh Bhattarai said the PM used the language of threat against leaders of the Nepal-Khanal faction and cadres but they were ready to face action for their cause. Bishnu Rijal said the Nepal-Khanal faction was all set to hold the two-day national cadres meet where around 2,000 leaders and cadres representing all wings of the party would take part. He said a concept paper would be presented in the meeting and it would be passed incorporating suggestions of the participants. A press release issued at the press conference stated that the national cadres' meet was aimed at ending Oli's monopoly and protecting the norms of people's multi-party democracy. Meanwhile, Oli spoke in a similar vein against leaders of the Nepal-Khanal faction at a tea reception organised at Baluwatar. He accused Nepal and Khanal, who did not attend the tea party, of anti-party activities. He said the Nepal-Khanal faction was defying party rules by deciding to organise a national cadres meeting. ""They did not attend the tea reception. I hear that they are going to organise a national cadres meet tomorrow where they will also pass a report. I can no longer tolerate anti-party activities,"" Oli said. Khanal and Nepal had aligned with CPN-MC Chair Pushpa Kamal Dahal before the nullification of the NCP (NCP) and had sought the PM's resignation. They had vehemently opposed Oli's decision to dissolve the House of Representatives, which was eventually reinstated by the Supreme Court last month. The Nepal-Dahal faction of the NCP had removed Oli as party co-chair and sacked him even from the party's general membership. Later, the Supreme Court nullified the NCP and revived CPN-UML and CPN-MC.A version of this article appears in the print on March 17, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/elderly-gets-back-sight-after-five-years,"Seventy-six-year-old Budhi Maya Rasaili of Umakunda Rural Municipality couldn't contain her joy after undergoing eye surgery at an eye camp in Manthali, Ramechhap, today. She had been suffering from cataract in her eyes for the past five years. She said she had regained life after five years. She saw the world with both her eyes after the surgery at the eye camp. Rasaili had walked for a day to Manthali from Bamti of the rural municipality. She said that she could not even recognise her family members after she could not open her eyes five years ago. ""I feel I have regained my life after the surgery,"" she said. She further added that she could not receive treatment as she was unaware about the treatment facility. The elderly said that many people were compelled to stay in their houses and were facing problems due to poverty and lack of education. ""The doctors are gods as they showed me the world,"" she said. Many elderlies like Budhi Maya have received treatment. People are thronging in the eye camp for treatment. The villagers said that they were deprived of health facility due to lack of treatment expenses and superstitious beliefs. The eye patients said that they had benefited from the camp as they could not receive treatment even though the disease was diagnosed earlier. Tilganga Eye Institute, Kathmandu, Ramechhap Community Eye Camp, Manthali Saving and Credit Cooperative and Tama Koshi Hospital helped operate the camp where 556 people were treated. Puskal Ghimire of Ramechhap Community Eye Centre said that as many as 228 people have been operated upon in the eye camp. As many as 15 health workers deployed from Tilganga Eye Hospital, Kathmandu, provided the service to patients. A version of this article appears in the print on March 12, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/chief-minister-poudel-gets-first-jab-of-covid-vaccine,"Bagmati Province Chief Minister Dormani Poudel received the vaccine against COVID-19 in the province headquarters, Hetauda, today. CM Poudel has urged all to adopt safety measures even after receiving the vaccine. He received the vaccine from the vaccination centre of Hetauda Hospital today. After being inoculated, CM Poudel said everybody should follow basic health protocols as per the advice given by experts. According to the provincial government, the vaccine was administered from 506 vaccine centres in the province. As many as 31,417 people have received the vaccine under the second phase of the vaccination campaign. CM Poudel urged all people in the target group to receive the vaccine from nearby centres as per the protocol. ""I request all to follow the health protocol even after receiving the vaccine,"" he added. CM Poudel's wife Bijaya Poudel, the CM's security team and secretariat members have also received the vaccine. A version of this article appears in the print on March 09, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/held-with-bribe,"Sub Engineer Netra Lamichhane was arrested with the bribe money of Rs 50,000 from a hotel at Thanabharyang, in Hetauda. Lamichhane was nabbed on the basis of a tip-off that he had sought commission from a service-seeker to refund the deposit amount following the construction of a road project. The Commission for the Investigation of Abuse of Authority spokesperson Narayan Prasad Risal said further investigation into the case was under way.A version of this article appears in the print on March 06, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/nepalnepal-conducts-master-training-of-trainers-mtot-on-child-and-adolescent-mental-health-countrys-first,"A special training programme for medical professionals to help them understand child and adolescent mental health, to further train others, has concluded in Chitwan, on Friday. Recognising the need to train doctors in the fields of Psychiatry, Paediatrics and General Practice, the Master Training of Trainers (MTOT) programme was organised at Hotel Earth Light in Sauraha to address the issue of awareness on mental health among adolescents which is abysmally low in the country. The workshop was organised by Epidemiology and Disease Control Division (EDCD) under the Ministry of Health and Population and endorsed by National Health Training Centre (NHTC), Child Workers in Nepal (CWIN), Child and Adolescent Psychiatry Unit (Kanti Children's Hospital), and UNICEF. EDCD Director Dr Krishna Prasad Paudel, NHTC Director Dr Yadu Chandra Ghimire, Section Chief of Non Communicable Diseases (NCD) and Mental Health at EDCD Dr Phanindra Prasad Baral, and Adolescent Health Officer at UNICEF Ghanashyam Kandel were among the speakers at the workshop. Similarly, Dr Arun Raj Kunwar (Head of Unit), Dr Utkarsh Karki (Consultant), Isha Bista (Clinical Psychologist) from Child and Adolescent Psychiatry Unit, Kanti Children's Hospital, were among the trainers. This is the first MTOT for Child and Adolescent Mental Health carried out nationally, informed Dr Karki. ""The training programme is based on WHO mhGAP guide Version 2.0 – Adaptation for Children and Adolescents."" EDCD selected a total of twenty-four doctors based on provincial representation and mix of disciplines comprising psychiatrists, paediatricians, and general practitioners from all over the country for a five-day training session. Dr Srizana Bhurtel, MD Psychiatry at Bharatpur Hospital, who is one of the participants at the MTOT session will now impart training to those in the next level. ""Failure to recognise and address mental health problems in children and adolescents is a serious public health issue. The pandemic has left students – who already face an array of problems – to remote learning and has isolated them from friends and peers,"" she said. ""We are currently experiencing trends where parents are coming to the Out Patient Department (OPD) with complaints of their children spending all their time on mobile phones and tablets. In addition to this, to some extent, effects of joblessness and financial problems of parents owing to the lockdown have left a negative impact on the overall wellbeing of children."" Bhurtel added, ""There are numerous things, we as an doctors, need to work on. Overall, the training has been an extremely enriching experience."" Following the training, MTOT recipients will be able to carry out the training on other medical doctors, paramedics, nurses, and female community health volunteers. Acknowledging the need for mental health intervention in children, it is important to navigate the lives of adolescents through early intervention and well-structured mental health training. According to the World Health Organization (WHO), globally, 10-20 per cent children and adolescents experience mental health disorders. A significant number of pediatricians lack training in child psychiatry during residency programmes resulting in inadequacy for diagnosing childhood psychiatric disorders. ""Majority of the times children first go to paediatricians and general practitioners for health related issues and not very often children with mental health issues are directly brought to a psychiatrist, or specifically, child and adolescent psychiatrist,"" lamented Dr Karki. The involvement of all three disciplines (psychiatry, paediatrics and general practice) is also because training of child and adolescent psychiatry in very limited in residency programmes. Hence, involving doctors from other disciplines from various provinces would bridge the gap between demand and supply. It will also ease the access of services for children with mental health problems at the community level itself. Training of Master Trainers will further capacitate doctors in understanding children that can help prevent the onset of mental illnesses at an early stage, which will contribute to actually change things on the ground. Moving a step closer towards the mental health awareness in children, the training has concluded today after distribution of MTOT training certificates to all participants."
https://thehimalayantimes.com/nepal/nepali-congress-should-join-government-to-split-ncp-shashanka-koirala,"Shashanka Koirala, General Secretary of the main opposition Nepali Congress, has said the party should form a new government together with Dahal-Nepal faction of ruling Nepal Communist Party (NCP). Speaking at a press meet organised in Bharatpur, Chitwan today, Koirala said that Nepali Congress should join the Dahal-Nepal group to split the NCP. NC should be part of the new government to ensure division in the ruling party, he said, adding that this was his personal opinion. Koirala, however, noted that there would be no significance in joining the government if NCP split before that. He remarked, with the beginning of the new session of House of Representatives, the foremost task would be to remove the Prime Minister and form a new government. Koirala, during the programme, claimed that a no-trust motion will be registered in the parliament by either the Dahal-Nepal faction or Nepali Congress in order to remove the PM."
https://thehimalayantimes.com/nepal/majhi-community-observes-koshi-puja,"The Majhi community living on the banks of the Koshi River observed its river-worship ritual today. The community, which considers itself the worshipper of nature, offered puja to the river at a special event. The community here worships the river in the form of a festival every year on the third Tuesday of the month of Falgun (according to the Bikram Sambat calendar). To observe the ritual, Majhis of all Majhi settlements in the district reach the Tamakoshi River near their homes to offer puja. The Majhis march to the river playing traditional musical instrument and offer puja by sacrificing different animals and fowls. ""We have been living on the riverfront for years, so it's our age-old tradition to worship the river, in the faith that such worship will spare us from disaster,"" said Balkrishna Majhi of Gaikhura, Manthali Municipality, Ramechhap. A version of this article appears in the print on March 3, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/ten-injured-in-dhading-bus-accident,"As many as 10 persons sustained injuries after two passenger buses collided with each other in Galchhi Rural Municipality-7 of Dhading district on Sunday. According to police, the incident occurred when two busses (Na 5 Kha 5070) en route from Kathmandu to Gorkha and (Na 5 Kha 4491) en route to Kathmandu to Surkhet collided head-on at Machedkhola along the Prithvi Highway, today morning. The drivers of both vehicles were injured in the collision along with some passengers, informed Area Police Office, Gajuri. All the injured are receiving treatment at Galchi-based health facility and their condition is normal, added police."
